,x,y,area,perimetro,largox,largoy,m0,m1,m2,m3,m4,m5,m6,r,g,b,pr,pg,pb,clase
1741,49,51,4815.5,272.6934324502945,1336696,859138,0.17514465019124625,0.005201583823344028,4.167731019908556e-05,3.1181243534683063e-06,3.4690521462640406e-11,2.14787896029984e-07,7.751224502051721e-12,1549865,1573918,1426280,154,157,142,Avocado
1742,49,49,7494.5,326.63455724716187,4370693,4370693,0.15972851876549246,0.00013821402431078917,7.057955515891042e-06,1.3610426869477604e-08,2.5232824236502967e-15,1.0734385306047795e-10,3.3805160281255567e-15,900982,919092,750764,90,91,75,Avocado
1743,49,49,5225.0,280.5929266214371,3153105,3153105,0.1712984182941229,0.00389723693502992,2.460587631641506e-05,1.1276418247322285e-06,5.5201307035404245e-12,5.956783082766913e-08,2.193191607650992e-12,1407018,1429827,1310422,140,142,131,Avocado
1744,49,51,4833.5,273.5218594074249,1233821,759550,0.17440014549075145,0.004940191381548847,3.765337741416944e-05,2.747215170140276e-06,2.7130934964683554e-11,1.8295676481834233e-07,6.6789511227703954e-12,1558741,1581907,1425988,155,158,142,Avocado
1745,49,49,5675.5,287.320849776268,3594740,3594740,0.16690732850080464,0.0024487660219428276,1.3470452755589332e-05,1.9136113789867918e-07,-2.067409571917183e-13,-6.917105978120341e-09,2.2727069191636174e-13,1270200,1288245,1163143,127,128,116,Avocado
1746,50,49,6397.5,302.1492757797241,3970304,4291391,0.1636740567751811,0.0013733801568998972,1.92084649190985e-05,1.577030846724212e-07,-2.715040341082302e-13,-5.739575594237047e-09,4.0291558566370343e-14,1106281,1125665,985617,110,112,98,Avocado
1747,51,46,5924.5,302.14927566051483,3615808,5132977,0.16454505625338414,0.0014784771929143227,2.8635531652761565e-05,4.3523501181864213e-07,1.0981653288842007e-12,1.602475473510532e-08,1.0746758525610932e-12,1238332,1261050,1111143,123,126,111,Avocado
1748,49,51,4815.5,273.8650050163269,1329758,851752,0.17609184618879262,0.00554556667328842,3.793585728341294e-05,2.858363913865851e-06,2.8030006462902888e-11,1.888189350210265e-07,1.0012740428047836e-11,1522827,1548720,1416067,152,154,141,Avocado
1749,49,50,4891.0,274.45079159736633,1360675,1118240,0.17560156235810498,0.005386306340846617,3.157663777655752e-05,2.0428072938888567e-06,1.4152081638229115e-11,1.1193552427626793e-07,8.300714898606923e-12,1469399,1495115,1381004,146,149,138,Avocado
1750,48,50,4893.0,273.62236428260803,1410447,932567,0.17645316403746023,0.00567963396509116,3.742163700382567e-05,2.4668910263648377e-06,2.0759086341842867e-11,1.4439287700796245e-07,1.1438908056718186e-11,1451105,1476321,1370699,145,147,137,Avocado
1751,48,51,5113.0,280.45079147815704,1558300,812914,0.1747319786778172,0.005052721817258317,4.395798881084167e-05,2.751528231912701e-06,2.8550388343197015e-11,1.7574777717920475e-07,-1.0029410353522481e-11,1467414,1485661,1337538,146,148,133,Avocado
1752,50,47,5177.5,285.3208485841751,3127911,3908357,0.17050724463552325,0.0034273419143611107,4.1581343943888284e-05,1.2427172863972921e-06,8.792643958396037e-12,6.17632816894699e-08,-1.5785235118127466e-12,1486183,1507270,1332275,148,150,133,Avocado
1753,48,50,4988.5,275.86500573158264,1458432,971964,0.17558065934671832,0.005384080829426546,3.582396694716292e-05,2.212010207564176e-06,1.6933315903628962e-11,1.2373417651302162e-07,1.0049769016117593e-11,1420251,1446717,1342154,142,144,134,Avocado
1754,50,46,5154.0,287.4213536977768,3199052,4238949,0.1714027228042725,0.003726994657271119,4.820401023759791e-05,1.3269583808267365e-06,8.994859147319915e-12,4.7906649859691925e-08,-5.632296684396555e-12,1522600,1543189,1360578,152,154,136,Avocado
1755,48,50,4910.0,273.62236499786377,1426961,947156,0.17642783489130476,0.005667829294407412,3.979916297686607e-05,2.5595275059772236e-06,2.220059921967651e-11,1.4575047752987205e-07,1.3209197465471469e-11,1440308,1467334,1361925,144,146,136,Avocado
1756,49,50,6980.0,315.5634882450104,3693452,3349862,0.15967984894597662,0.00013546221277184884,2.2940257868185546e-06,5.3615544281788875e-09,4.509195519108973e-16,4.513784558021346e-11,-3.876048543738945e-16,1060128,1077657,894613,106,107,89,Avocado
1757,49,49,7331.0,321.56348955631256,4062345,4062345,0.15977211730548624,0.00016455723960868165,3.362529308697234e-06,7.814832181659383e-09,1.2580697297792105e-15,9.88054269825623e-11,1.4857934603640236e-16,956479,974544,800702,95,97,80,Avocado
1758,50,49,7118.5,317.8061293363571,4440083,4799024,0.1606399884225563,0.0003961086740487848,1.8201719268419853e-05,5.218045914887419e-08,-3.3465348820572754e-14,-6.264729067150841e-10,3.828988853089447e-14,957751,976556,821945,95,97,82,Avocado
1759,49,47,5249.5,288.0071396827698,3398197,3921563,0.17098819894387138,0.003581046922462084,4.6776911447469365e-05,1.2504070155255702e-06,8.633996500395548e-12,5.071555195381272e-08,-4.111512330643891e-12,1489757,1510014,1330059,148,151,133,Avocado
1760,48,50,7354.0,326.04877030849457,4557257,3838388,0.15981874971520735,0.0001550435788998686,1.0141418248423007e-05,2.2494603759140295e-08,4.761719503213378e-15,1.4143756003941362e-10,9.631200607066402e-15,923328,941187,776427,92,94,77,Avocado
1761,48,50,5190.5,280.20815086364746,1634140,1128056,0.17490660558555315,0.005131544268716712,4.020753144634753e-05,2.257261965074822e-06,1.8246461236792138e-11,1.2098124564676326e-07,-1.1380001137894912e-11,1447964,1467710,1310307,144,146,131,Avocado
1762,48,50,5168.0,279.62236404418945,1610918,1107324,0.17496413307618502,0.005143589406499878,4.337851717298459e-05,2.233294940684014e-06,1.6371659592814895e-11,9.639092252196478e-08,-1.4668101831355893e-11,1468959,1488915,1323686,146,148,132,Avocado
1763,50,47,6233.5,312.977702498436,3831660,4768524,0.16331726910266542,0.0010979674321044313,2.1053566944208018e-05,2.628517226109206e-07,1.6656371354814196e-13,6.664453959980966e-09,5.954863163884457e-13,1151838,1176184,1027840,115,117,102,Avocado
1764,49,51,5146.5,279.52185928821564,1450592,945361,0.17239294132643185,0.004249439740503695,3.7583871860828605e-05,2.249124966390566e-06,2.0678394796709896e-11,1.463156878867437e-07,9.219360922655056e-14,1411219,1434559,1313851,141,143,131,Avocado
1765,49,47,6945.0,325.5634890794754,4499421,5187980,0.1607143919606365,0.00032839864507079337,5.537526853659905e-06,5.4753063245385906e-08,-2.9328914611087875e-14,-4.965815940987409e-10,-6.983344679471803e-15,962393,988530,852325,96,98,85,Avocado
1766,48,51,5200.0,280.93607246875763,1497161,747546,0.17139207623933989,0.0038998536244728393,3.50921287438736e-05,1.987934779393792e-06,1.656811964259456e-11,1.2242558093841653e-07,1.0882548416102797e-12,1405319,1426921,1304100,140,142,130,Avocado
1767,48,48,6024.0,302.2497807741165,3834454,3834454,0.16518405632273664,0.001792345991984124,3.610252334813737e-05,6.919835470972642e-07,2.923023630637508e-12,2.1741710187307533e-08,1.848922140153298e-12,1253806,1288098,1142312,125,128,114,Avocado
1768,48,48,5514.0,286.59292685985565,3585206,3585206,0.16819389576848737,0.002799568412818454,3.552602783533431e-05,1.0970788479401465e-06,6.084471011343528e-12,4.6021507948329695e-08,3.1446215687669793e-12,1358687,1388232,1253798,135,138,125,Avocado
1769,48,47,5344.5,285.17871356010437,3407010,3667467,0.16990455911848965,0.0033934146015606333,3.152321962896296e-05,1.218161498712417e-06,7.0444486730096394e-12,6.024670960840873e-08,2.7126970311827112e-12,1388033,1414494,1286868,138,141,128,Avocado
1770,48,50,5016.5,275.86500549316406,1465178,976650,0.1751406842464417,0.0052327553279020965,3.508980339761409e-05,2.0700814140292324e-06,1.485181979991108e-11,1.0937502685853266e-07,9.523534610057364e-12,1414370,1440498,1336169,141,144,133,Avocado
1771,49,51,4814.5,272.69343185424805,1333128,855904,0.17496992546237547,0.005142728346164232,4.0282568629336595e-05,2.987322055723411e-06,3.1940917595534e-11,2.0404689784442988e-07,7.326419410952614e-12,1552421,1574358,1427677,155,157,142,Avocado
1772,49,48,5237.0,280.93607211112976,3187526,3444668,0.17151129078176908,0.003979345417987775,2.0050081034780333e-05,8.940654931626671e-07,3.335075365185765e-12,4.289796693607358e-08,1.7906826919142422e-12,1399877,1423266,1300906,139,142,130,Avocado
1773,49,51,4798.5,271.8650048971176,1202011,730595,0.17592015256281004,0.0054916938462319445,3.783939699210019e-05,2.916129907184795e-06,2.963104033439207e-11,2.027349738958229e-07,7.768612444363531e-12,1539196,1562830,1424126,153,156,142,Avocado
1774,50,46,5412.5,292.4924205541611,3335507,4426452,0.1685585381497492,0.002761123350739283,3.908598227092935e-05,1.0098414659479493e-06,6.24181885834466e-12,5.178043783924665e-08,1.1362499336712226e-12,1402702,1425443,1254763,140,142,125,Avocado
1775,49,50,5083.0,277.27921855449677,1426389,1175926,0.173720887661823,0.004753354112159217,2.753569372292343e-05,1.4811664826751277e-06,8.23844335204958e-12,7.92136515432214e-08,4.64803996428066e-12,1404071,1428176,1320390,140,142,132,Avocado
1776,50,47,5869.0,301.0782073736191,3828110,4723871,0.1655724510282745,0.0017913441318370635,3.469682297624734e-05,7.053338141964451e-07,2.8359388315740436e-12,2.9198601341327706e-08,2.0328765428226513e-12,1264932,1287727,1125959,126,128,112,Avocado
1777,48,50,5109.5,279.5218588113785,1488889,993938,0.17353946723417302,0.004649337011475074,3.918344958383114e-05,2.2171612832786353e-06,1.946221961444163e-11,1.3417266403902195e-07,6.948923949144889e-12,1409807,1432988,1321214,140,143,132,Avocado
1778,50,46,5181.5,285.66399538517,3160352,4199583,0.17148207878711416,0.0037596368166141108,5.266077341192848e-05,1.4013694905176304e-06,9.034103670664877e-12,4.0570018470568635e-08,-7.95679611576454e-12,1525529,1546653,1361263,152,154,136,Avocado
1779,48,50,4923.0,273.62236416339874,1433496,952441,0.17643200420227492,0.005673260962892706,3.8607135676428925e-05,2.4990001163639253e-06,2.125177166743374e-11,1.4453462138683684e-07,1.2283126060862101e-11,1434351,1461211,1355992,143,146,135,Avocado
1780,49,47,6782.5,321.32084715366364,3681956,4352987,0.1597069436395916,6.388987844707204e-05,6.413521907117254e-07,3.190657335245809e-08,3.731442414281914e-15,2.5481437530113554e-10,2.628427407148292e-15,1013304,1041709,927481,101,104,92,Avocado
1781,48,51,5204.0,280.2497807741165,1692493,932266,0.17083407816867457,0.003630039348064536,5.064989742614373e-05,2.40967631227901e-06,2.5883309587089174e-11,1.3180369391186996e-07,6.224279798931928e-12,1420710,1440728,1313356,142,144,131,Avocado
1782,47,47,6720.5,316.1492750644684,4488575,4488575,0.1614287142694226,0.0005565219646528246,3.321748860491781e-05,2.0573425269195656e-07,4.2780855322304796e-13,3.083075450032965e-09,3.25942722324316e-13,1104368,1141544,985527,110,114,98,Avocado
1783,48,51,5168.0,279.7645001411438,1644588,888188,0.17219704108037898,0.004177394115575984,3.8905454374893824e-05,2.2738058018952295e-06,2.133434794862419e-11,1.4513992211624084e-07,1.4895237839088645e-12,1409300,1433652,1310264,140,143,131,Avocado
1784,49,47,7382.0,336.39191722869873,4651417,5380432,0.1597048709597606,4.4953514312787496e-05,9.201043751675455e-06,7.065096549702635e-09,-9.373111829738914e-16,4.4375184858721996e-11,-1.5382696910862026e-15,958155,997690,836576,95,99,83,Avocado
1785,50,49,7576.5,329.46298360824585,4546233,4926275,0.15982325570916642,0.0001592392332096543,8.12507366810465e-06,1.6128765635562397e-08,5.402703386890385e-16,4.7697737274295366e-11,5.813638997409585e-15,890042,908724,736553,89,90,73,Avocado
1786,49,50,5117.5,278.20815086364746,1478786,1226154,0.17527848012503272,0.005254480157417526,4.0336597748515136e-05,2.1081076698407505e-06,1.560544738527878e-11,1.0210014519890494e-07,-1.1591835637696703e-11,1502948,1522166,1356862,150,152,135,Avocado
1787,48,47,6746.0,318.24978148937225,3738505,4068127,0.15981513750337784,0.00010451307006854651,4.075362729883857e-07,2.8711548419474853e-08,3.0552218331571504e-15,2.899774792645527e-10,5.58007200983073e-16,1047610,1079091,955373,104,107,95,Avocado
1788,48,47,6937.0,324.73506140708923,3920462,4256903,0.15962888656910149,5.08602775667596e-05,1.0443922403911701e-06,1.790053840480305e-08,2.327598075965496e-15,1.0017874449261843e-10,7.568165338012883e-16,1034524,1072534,926895,103,107,92,Avocado
1789,48,50,4887.0,274.45079147815704,1371542,895928,0.17607348887382962,0.005542185646094582,3.571384082853718e-05,2.391618840826592e-06,1.9717991322070434e-11,1.4167870093124439e-07,9.987726828338195e-12,1459950,1486265,1375379,145,148,137,Avocado
1790,48,50,4906.5,274.20815098285675,1426035,946501,0.17649025173532523,0.005687904529877859,4.00435349317818e-05,2.6307238311197686e-06,2.355227027011436e-11,1.5381495975278691e-07,1.3203864133920568e-11,1443934,1469848,1364586,144,146,136,Avocado
1791,48,50,5081.5,279.0365786552429,1580271,1083459,0.17516378133273322,0.00521814871495068,3.5162175997216604e-05,1.8332495207824985e-06,1.2065890148681905e-11,8.967714133045487e-08,-8.42942531691632e-12,1516235,1537605,1367139,151,153,136,Avocado
1792,50,49,5834.5,290.97770261764526,3511217,3804782,0.1654682070046911,0.0019734592981688007,1.4117505139925518e-05,1.6021696884341792e-07,-2.304876380348374e-13,-6.784076871295439e-09,7.025889143572784e-14,1234729,1252967,1124847,123,125,112,Avocado
1793,50,49,6393.0,303.563489317894,3788706,4108852,0.16262114328170937,0.0010094247730737813,2.2633750648933676e-05,1.3583740281983377e-07,-2.325648809921451e-13,-4.1386172797416275e-09,5.1418070702068425e-14,1111155,1131222,993156,111,113,99,Avocado
1794,49,50,4875.5,273.86500573158264,1320593,1079572,0.17556153587163859,0.005375379838631242,2.961803213615955e-05,1.9266221257821697e-06,1.2511807052464459e-11,1.0454909162327157e-07,7.434001425288708e-12,1480690,1506375,1388499,148,150,138,Avocado
1795,48,51,5165.5,279.1787142753601,1607119,853471,0.17209014398771644,0.004138983318603384,3.8582429973091194e-05,2.227873854072657e-06,2.0592947623054783e-11,1.4121357274875472e-07,1.6032179806481154e-12,1408948,1433164,1308574,140,143,130,Avocado
1796,50,47,6986.5,327.4629850387573,4361017,5416665,0.16022245391733914,0.00018223689156811172,3.6953109672648038e-06,4.111623712337256e-08,-9.459311139139385e-15,-4.5551889253682455e-10,-1.2937474186246507e-14,944502,967960,838422,94,96,83,Avocado
1797,48,51,5146.5,281.17871272563934,1562978,813197,0.17267526995357146,0.004340778824744423,4.1214574054204375e-05,2.4934358846867907e-06,2.5258562105889224e-11,1.6342433606626407e-07,9.60986082907978e-13,1410209,1434491,1317351,141,143,131,Avocado
1798,49,47,6493.5,314.1492762565613,4294851,4942725,0.16229580041162756,0.0008096467840754377,1.4504946678836686e-05,1.3503228276626185e-07,-1.2864286888813837e-14,2.3709585311648454e-09,1.8854104734855332e-13,1086062,1109507,966103,108,110,96,Avocado
1799,49,51,4814.5,272.6934324502945,1345171,866669,0.1759997952671236,0.00551836611699265,3.5499695437310515e-05,2.6530610557926254e-06,2.4046569783088487e-11,1.7267005272523678e-07,9.202743033384828e-12,1519360,1544149,1414233,151,154,141,Avocado
1800,48,48,5385.5,286.00714111328125,3454898,3454898,0.17097105672840868,0.003800558619211926,2.0772304417740056e-05,8.593019868117222e-07,3.212583459468437e-12,4.065711518574527e-08,1.6910089704407197e-12,1353413,1373744,1250993,135,137,125,Avocado
1801,49,50,4849.5,273.8650063276291,1259942,1021128,0.17562711848377097,0.005401303771043826,2.9513410300661526e-05,2.0287193212000927e-06,1.4177136457648399e-11,1.2145460717586628e-07,6.7404822196022746e-12,1492702,1517797,1397520,149,151,139,Avocado
1802,48,49,5514.5,286.8355678319931,3564732,3295578,0.16939573872593072,0.0032882107458889922,1.410082050790952e-05,3.84506014743554e-07,4.368609103607933e-13,6.163503537848029e-09,7.815019684039214e-13,1312380,1331481,1209346,131,133,120,Avocado
1803,48,50,4932.5,274.20815122127533,1436527,954661,0.17638343395470898,0.00565498811616388,3.965530782752333e-05,2.510888981020934e-06,2.120453735641636e-11,1.4012575688468593e-07,1.3345915347751988e-11,1433785,1459203,1355682,143,145,135,Avocado
1804,50,46,5293.0,288.5929276943207,3350885,4418388,0.17108832732300155,0.003626891890021303,5.4026931036200054e-05,1.4594929725579737e-06,1.0275508533741482e-11,4.704936415707193e-08,-7.897972437098326e-12,1501258,1524449,1333129,150,152,133,Avocado
1805,48,50,4888.5,275.0365786552429,1385514,909135,0.17624168615855354,0.005597614890125616,3.687331296010399e-05,2.4665519353369324e-06,2.103027012563899e-11,1.4747505258097145e-07,1.0538317095094788e-11,1455718,1482563,1372856,145,148,137,Avocado
1806,48,50,5023.5,275.86500561237335,1461708,972859,0.17506401351952766,0.005203364884169632,3.586582325974901e-05,2.096548142728514e-06,1.5273833018594767e-11,1.1021474948864738e-07,9.860435182448838e-12,1412885,1438379,1335746,141,143,133,Avocado
1807,50,47,5212.0,287.07820785045624,3316670,4109918,0.170858548862808,0.0035351226184470934,4.757082836010501e-05,1.4292525307610508e-06,1.1318446570570635e-11,6.719791660615555e-08,-3.283549071518143e-12,1487948,1510240,1329392,148,151,132,Avocado
1808,48,51,5210.0,281.42135441303253,1611976,855140,0.17097152544785593,0.003711371115086359,4.334321898528453e-05,2.254310674612368e-06,2.1866640095760202e-11,1.2842388452296912e-07,4.28945853524793e-12,1407487,1428875,1303990,140,142,130,Avocado
1809,50,46,7005.0,329.2203440666199,3946818,5350823,0.1596318626377597,3.0392606849140387e-06,4.593547795656565e-07,5.055142296395378e-08,-8.019002483247878e-16,4.9237110615890096e-11,-7.661401469498628e-15,941787,968812,849661,94,96,84,Avocado
1810,48,51,5210.0,279.42135310173035,1671376,911807,0.17089994681269685,0.003644640333453485,5.291634849917988e-05,2.5949654455796467e-06,2.982231264205322e-11,1.452988934434596e-07,5.9409650193232435e-12,1422494,1441932,1315263,142,144,131,Avocado
1811,49,47,6775.0,320.7350618839264,3634945,4303895,0.15970972082512044,7.245414330104115e-05,4.1575274379401853e-07,2.5126337319921318e-08,1.8459621128272685e-15,2.1378102520383372e-10,1.7853693085553513e-15,1017233,1047387,930856,101,104,93,Avocado
